"No.","Time","Source","Destination","Protocol","Length","Info"
"6701","123.881021","142.251.134.78","192.168.0.6","QUIC","66","Protected Payload (KP0)"
"6702","123.886141","142.251.134.78","192.168.0.6","QUIC","883","Protected Payload (KP0)"
"6703","123.886684","142.251.134.78","192.168.0.6","QUIC","190","Protected Payload (KP0)"
"6704","123.886893","192.168.0.6","142.251.134.78","QUIC","77","Protected Payload (KP0), DCID=eab40f7336c7dd80"
"6705","123.906982","216.58.202.106","192.168.0.6","UDP","67","443  >  52432 Len=25"
"6706","123.934400","142.251.134.78","192.168.0.6","QUIC","66","Protected Payload (KP0)"
"6707","124.103053","192.168.0.6","172.217.192.188","TCP","55","[TCP Keep-Alive] 55988  >  5228 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"6708","124.118980","192.168.0.6","216.58.202.106","UDP","71","52432  >  443 Len=29"
"6709","124.155055","172.217.192.188","192.168.0.6","TCP","66","[TCP Keep-Alive ACK] 5228  >  55988 [ACK] Seq=1 Ack=2 Win=1046 Len=0 SLE=1 SRE=2"
"6710","124.156553","216.58.202.106","192.168.0.6","UDP","67","443  >  52432 Len=25"
"6711","124.366231","192.168.0.6","216.58.202.106","UDP","71","52432  >  443 Len=29"
"6712","124.406526","216.58.202.106","192.168.0.6","UDP","67","443  >  52432 Len=25"
"6713","124.443743","142.251.129.138","192.168.0.6","UDP","557","443  >  54210 Len=515"
"6714","124.458569","192.168.0.6","142.251.129.138","UDP","75","54210  >  443 Len=33"
"6715","124.613104","192.168.0.6","34.120.52.64","TCP","55","[TCP Keep-Alive] 57682  >  443 [ACK] Seq=1 Ack=1 Win=2046 Len=1"
"6716","124.613299","192.168.0.6","216.58.202.106","UDP","71","52432  >  443 Len=29"
"6717","124.636603","34.120.52.64","192.168.0.6","TCP","66","[TCP Keep-Alive ACK] 443  >  57682 [ACK] Seq=1 Ack=2 Win=942 Len=0 SLE=1 SRE=2"
"6718","124.654064","216.58.202.106","192.168.0.6","UDP","67","443  >  52432 Len=25"
"6719","124.756742","192.168.0.6","142.251.134.78","QUIC","1192","Protected Payload (KP0), DCID=eab40f7336c7dd80"
"6720","124.805297","142.251.134.78","192.168.0.6","QUIC","70","Protected Payload (KP0)"
"6721","124.814094","142.251.134.78","192.168.0.6","QUIC","714","Protected Payload (KP0)"
"6722","124.814094","142.251.134.78","192.168.0.6","QUIC","66","Protected Payload (KP0)"
"6723","124.814652","192.168.0.6","142.251.134.78","QUIC","77","Protected Payload (KP0), DCID=eab40f7336c7dd80"
"6724","124.846176","192.168.0.6","142.251.134.78","QUIC","74","Protected Payload (KP0), DCID=eab40f7336c7dd80"
"6725","124.861592","142.251.134.78","192.168.0.6","QUIC","66","Protected Payload (KP0)"
"6726","124.862359","192.168.0.6","216.58.202.106","UDP","71","52432  >  443 Len=29"
"6727","124.900612","216.58.202.106","192.168.0.6","UDP","67","443  >  52432 Len=25"
"6728","125.110804","192.168.0.6","216.58.202.106","UDP","71","52432  >  443 Len=29"
"6729","125.150536","216.58.202.106","192.168.0.6","UDP","67","443  >  52432 Len=25"
"6730","125.363105","192.168.0.6","216.58.202.106","UDP","71","52432  >  443 Len=29"
"6731","125.402208","216.58.202.106","192.168.0.6","UDP","67","443  >  52432 Len=25"
"6732","125.810019","192.168.0.6","216.58.202.106","UDP","71","52432  >  443 Len=29"
"6733","125.847644","216.58.202.106","192.168.0.6","UDP","67","443  >  52432 Len=25"
"6734","126.342426","192.168.0.6","216.58.202.100","QUIC","1292","Initial, DCID=4d1eadc2b59d62d7, PKN: 1, CRYPTO, PING, CRYPTO, PING, PING, PING, CRYPTO, CRYPTO, CRYPTO, PING, PING"
"6735","126.342561","192.168.0.6","216.58.202.100","QUIC","1292","Initial, DCID=4d1eadc2b59d62d7, PKN: 2, CRYPTO, PING, CRYPTO, PING, CRYPTO, PING"
"6736","126.342731","192.168.0.6","216.58.202.100","QUIC","119","0-RTT, DCID=4d1eadc2b59d62d7"
"6737","126.359468","216.58.202.100","192.168.0.6","QUIC","82","Initial, SCID=ed1eadc2b59d62d7, PKN: 1, ACK"
"6738","126.360177","216.58.202.100","192.168.0.6","QUIC","1292","Initial, SCID=ed1eadc2b59d62d7, PKN: 2, ACK, PADDING"
"6739","126.384357","192.168.0.6","216.58.202.100","QUIC","1292","Initial, DCID=ed1eadc2b59d62d7, PKN: 5, PADDING, PING, PADDING"
"6740","126.384471","216.58.202.100","192.168.0.6","QUIC","1292","Initial, SCID=ed1eadc2b59d62d7, PKN: 3, CRYPTO, PADDING"
"6741","126.384471","216.58.202.100","192.168.0.6","QUIC","345","Protected Payload (KP0)"
"6742","126.384762","216.58.202.100","192.168.0.6","QUIC","989","Protected Payload (KP0)"
"6743","126.384762","216.58.202.100","192.168.0.6","QUIC","118","Protected Payload (KP0)"
"6744","126.384762","216.58.202.100","192.168.0.6","QUIC","66","Protected Payload (KP0)"
"6745","126.384909","192.168.0.6","216.58.202.100","QUIC","120","Handshake, DCID=ed1eadc2b59d62d7"
"6746","126.385076","192.168.0.6","216.58.202.100","QUIC","73","Protected Payload (KP0), DCID=ed1eadc2b59d62d7"
"6747","126.401567","216.58.202.100","192.168.0.6","QUIC","162","Protected Payload (KP0)"
"6748","126.401881","192.168.0.6","216.58.202.100","QUIC","73","Protected Payload (KP0), DCID=ed1eadc2b59d62d7"
"6749","126.661820","192.168.0.6","216.58.202.106","UDP","71","52432  >  443 Len=29"
"6750","126.677324","192.168.0.6","142.251.129.142","UDP","71","55425  >  443 Len=29"
"6751","126.688302","31.13.94.54","192.168.0.6","SSL","119","Continuation Data"
"6752","126.689539","192.168.0.6","31.13.94.54","SSL","101","Continuation Data"
"6753","126.699677","216.58.202.106","192.168.0.6","UDP","67","443  >  52432 Len=25"
"6754","126.740942","31.13.94.54","192.168.0.6","TCP","56","443  >  57121 [ACK] Seq=2302 Ack=1081 Win=800 Len=0"
"6755","126.740942","142.251.129.142","192.168.0.6","UDP","68","443  >  55425 Len=26"
"6756","126.819015","192.168.0.6","151.101.129.91","TCP","55","[TCP Keep-Alive] 57680  >  443 [ACK] Seq=252 Ack=231 Win=255 Len=1"
"6757","126.840187","151.101.129.91","192.168.0.6","TCP","66","[TCP Keep-Alive ACK] 443  >  57680 [ACK] Seq=231 Ack=253 Win=303 Len=0 SLE=252 SRE=253"
"6758","127.753204","192.168.0.6","142.251.134.3","QUIC","1292","Initial, DCID=db3b903e41a72fc1, PKN: 1, CRYPTO, CRYPTO, CRYPTO, PING, PING, CRYPTO, PING, CRYPTO, PING"
"6759","127.753314","192.168.0.6","142.251.134.3","QUIC","1292","Initial, DCID=db3b903e41a72fc1, PKN: 2, CRYPTO, PING, PING, CRYPTO, CRYPTO, PING"
"6760","127.753834","192.168.0.6","142.251.134.3","QUIC","123","0-RTT, DCID=db3b903e41a72fc1"
"6761","127.754074","192.168.0.6","142.251.134.3","QUIC","842","0-RTT, DCID=db3b903e41a72fc1"
"6762","127.783926","142.251.134.3","192.168.0.6","QUIC","82","Initial, SCID=fb3b903e41a72fc1, PKN: 1, ACK"
"6763","127.783926","142.251.134.3","192.168.0.6","QUIC","1292","Initial, SCID=fb3b903e41a72fc1, PKN: 2, ACK, PADDING"
"6764","127.806183","142.251.134.3","192.168.0.6","QUIC","1292","Initial, SCID=fb3b903e41a72fc1, PKN: 3, CRYPTO, PADDING"
"6765","127.806183","142.251.134.3","192.168.0.6","QUIC","346","Protected Payload (KP0)"
"6766","127.806698","192.168.0.6","142.251.134.3","QUIC","120","Handshake, DCID=fb3b903e41a72fc1"
"6767","127.806707","142.251.134.3","192.168.0.6","QUIC","986","Protected Payload (KP0)"
"6768","127.806707","142.251.134.3","192.168.0.6","QUIC","67","Protected Payload (KP0)"
"6769","127.806846","192.168.0.6","142.251.134.3","QUIC","73","Protected Payload (KP0), DCID=fb3b903e41a72fc1"
"6770","127.811165","142.251.134.3","192.168.0.6","QUIC","64","Protected Payload (KP0)"
"6771","127.831703","142.251.134.3","192.168.0.6","QUIC","559","Protected Payload (KP0)"
"6772","127.831909","192.168.0.6","142.251.134.3","QUIC","77","Protected Payload (KP0), DCID=fb3b903e41a72fc1"
"6773","127.832650","142.251.134.3","192.168.0.6","QUIC","64","Protected Payload (KP0)"
"6774","127.850625","142.251.134.3","192.168.0.6","QUIC","162","Protected Payload (KP0)"
"6775","127.850986","192.168.0.6","142.251.134.3","QUIC","73","Protected Payload (KP0), DCID=fb3b903e41a72fc1"
"6776","127.858904","142.251.134.3","192.168.0.6","QUIC","67","Protected Payload (KP0)"
"6777","128.066227","192.168.0.6","38.51.67.123","TLSv1.2","1112","Application Data"
"6778","128.085530","38.51.67.123","192.168.0.6","TCP","56","443  >  57650 [ACK] Seq=7258 Ack=8229 Win=464 Len=0"
"6779","128.250482","38.51.67.123","192.168.0.6","TLSv1.2","1103","Application Data"
"6780","128.293548","192.168.0.6","38.51.67.123","TCP","54","57650  >  443 [ACK] Seq=8229 Ack=8307 Win=251 Len=0"
"6781","128.309301","192.168.0.6","216.58.202.106","UDP","71","52432  >  443 Len=29"
"6782","128.349419","216.58.202.106","192.168.0.6","UDP","67","443  >  52432 Len=25"
"6783","128.764014","192.168.0.6","142.251.134.78","UDP","1287","49711  >  443 Len=1245"
"6784","128.764091","192.168.0.6","142.251.134.78","UDP","401","49711  >  443 Len=359"
"6785","128.789519","142.251.134.78","192.168.0.6","UDP","75","443  >  49711 Len=33"
"6786","128.806833","192.168.0.6","142.251.134.78","UDP","75","49711  >  443 Len=33"
"6787","128.962862","142.251.134.78","192.168.0.6","UDP","443","443  >  49711 Len=401"
"6788","128.962862","142.251.134.78","192.168.0.6","UDP","158","443  >  49711 Len=116"
"6789","128.977741","192.168.0.6","142.251.134.78","UDP","82","49711  >  443 Len=40"
"6790","128.993997","192.168.0.6","200.61.188.26","UDP","83","56505  >  19192 Len=41"
"6791","129.002578","142.251.134.78","192.168.0.6","UDP","68","443  >  49711 Len=26"
"6792","129.013143","200.61.188.26","192.168.0.6","UDP","83","19192  >  56505 Len=41"
"6793","129.306117","192.168.0.6","34.237.73.95","TLSv1.2","296","Application Data"
"6794","129.487508","34.237.73.95","192.168.0.6","TLSv1.2","318","Application Data"
"6795","129.538867","192.168.0.6","34.237.73.95","TCP","54","57046  >  443 [ACK] Seq=2346 Ack=2403 Win=255 Len=0"
"6796","130.719939","192.168.0.6","181.30.231.78","QUIC","1265","Protected Payload (KP0), DCID=ec7c7a16e233f66b"
"6797","130.733244","181.30.231.78","192.168.0.6","QUIC","167","Protected Payload (KP0)"
"6798","130.733354","181.30.231.78","192.168.0.6","QUIC","1288","Protected Payload (KP0)"
"6799","130.733801","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6800","130.733801","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6801","130.733801","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6802","130.734069","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6803","130.734069","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6804","130.734069","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6805","130.734069","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6806","130.734602","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6807","130.734602","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6808","130.734602","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6809","130.734602","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6810","130.734602","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6811","130.734602","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6812","130.735301","192.168.0.6","181.30.231.78","QUIC","78","Protected Payload (KP0), DCID=ec7c7a16e233f66b"
"6813","130.735247","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6814","130.735247","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6815","130.735247","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6816","130.735247","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6817","130.735247","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6818","130.735247","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6819","130.735247","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6820","130.735247","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6821","130.735247","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6822","130.735670","192.168.0.6","181.30.231.78","QUIC","74","Protected Payload (KP0), DCID=ec7c7a16e233f66b"
"6823","130.735821","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6824","130.735821","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6825","130.735821","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6826","130.735821","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6827","130.735821","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6828","130.735821","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6829","130.735821","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6830","130.735821","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6831","130.735821","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6832","130.735821","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6833","130.736416","192.168.0.6","181.30.231.78","QUIC","74","Protected Payload (KP0), DCID=ec7c7a16e233f66b"
"6834","130.736836","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6835","130.736836","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6836","130.736836","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6837","130.736836","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6838","130.736836","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6839","130.736836","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6840","130.736836","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6841","130.736836","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6842","130.736836","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6843","130.736836","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6844","130.736836","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6845","130.737347","192.168.0.6","181.30.231.78","QUIC","74","Protected Payload (KP0), DCID=ec7c7a16e233f66b"
"6846","130.737500","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6847","130.737500","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6848","130.737500","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6849","130.737500","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6850","130.737500","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6851","130.737500","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6852","130.737500","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6853","130.737500","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6854","130.737500","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6855","130.737500","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6856","130.737500","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6857","130.737500","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6858","130.737500","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6859","130.738031","192.168.0.6","181.30.231.78","QUIC","74","Protected Payload (KP0), DCID=ec7c7a16e233f66b"
"6860","130.738457","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6861","130.738457","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6862","130.738457","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6863","130.738457","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6864","130.738457","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6865","130.738457","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6866","130.738457","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6867","130.738457","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6868","130.738457","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6869","130.738457","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6870","130.738457","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6871","130.738457","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6872","130.738457","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6873","130.738851","192.168.0.6","181.30.231.78","QUIC","74","Protected Payload (KP0), DCID=ec7c7a16e233f66b"
"6874","130.738921","192.168.0.6","181.30.231.78","QUIC","75","Protected Payload (KP0), DCID=ec7c7a16e233f66b"
"6875","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6876","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6877","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6878","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6879","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6880","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6881","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6882","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6883","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6884","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6885","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6886","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6887","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6888","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6889","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6890","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6891","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6892","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6893","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6894","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6895","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6896","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6897","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6898","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6899","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6900","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6901","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6902","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6903","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6904","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6905","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6906","130.740398","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6907","130.741504","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6908","130.741504","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6909","130.741504","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6910","130.741504","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6911","130.741504","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6912","130.741504","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6913","130.741504","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6914","130.741504","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6915","130.741504","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6916","130.741622","192.168.0.6","181.30.231.78","QUIC","75","Protected Payload (KP0), DCID=ec7c7a16e233f66b"
"6917","130.741713","192.168.0.6","181.30.231.78","QUIC","75","Protected Payload (KP0), DCID=ec7c7a16e233f66b"
"6918","130.741786","192.168.0.6","181.30.231.78","QUIC","75","Protected Payload (KP0), DCID=ec7c7a16e233f66b"
"6919","130.741855","192.168.0.6","181.30.231.78","QUIC","75","Protected Payload (KP0), DCID=ec7c7a16e233f66b"
"6920","130.741978","192.168.0.6","181.30.231.78","QUIC","75","Protected Payload (KP0), DCID=ec7c7a16e233f66b"
"6921","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6922","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6923","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6924","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6925","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6926","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6927","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6928","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6929","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6930","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6931","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6932","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6933","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6934","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6935","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6936","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6937","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6938","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6939","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6940","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6941","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6942","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6943","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6944","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6945","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6946","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6947","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6948","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6949","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6950","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6951","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6952","130.741962","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6953","130.742728","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6954","130.742854","192.168.0.6","181.30.231.78","QUIC","75","Protected Payload (KP0), DCID=ec7c7a16e233f66b"
"6955","130.742908","192.168.0.6","181.30.231.78","QUIC","75","Protected Payload (KP0), DCID=ec7c7a16e233f66b"
"6956","130.742947","192.168.0.6","181.30.231.78","QUIC","75","Protected Payload (KP0), DCID=ec7c7a16e233f66b"
"6957","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6958","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6959","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6960","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6961","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6962","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6963","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6964","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6965","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6966","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6967","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6968","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6969","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6970","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6971","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6972","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6973","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6974","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6975","130.743461","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6976","130.744003","192.168.0.6","181.30.231.78","QUIC","75","Protected Payload (KP0), DCID=ec7c7a16e233f66b"
"6977","130.744052","192.168.0.6","181.30.231.78","QUIC","75","Protected Payload (KP0), DCID=ec7c7a16e233f66b"
"6978","130.745601","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6979","130.745601","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"6980","130.745601","181.30.231.78","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
